,Unnamed: 0,specimen__id,swc__fname,structure_parent__acronym,structure__layer,Transgenic_line,donor__id,Subclass_or_type,structure_parent__id,model__fold,structure__safe_name,structure_merge__acronym
547,547,18455_5199-X14598-Y12936,1119750788_18455_5199-X14598-Y12936_reg.swc,PO,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,TH_matrix,1020.0,8.0,PO_layernan,PO
548,548,18455_5240-X28061-Y12180,1119750790_18455_5240-X28061-Y12180_reg.swc,VPL,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,TH_core,718.0,3.0,VPL_layernan,VPL
549,549,18455_5244-X19356-Y14750,1119750792_18455_5244-X19356-Y14750_reg.swc,SMT,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,TH_core,366.0,7.0,SMT_layernan,SMT
550,550,18455_5246-X26388-Y13586,1119750794_18455_5246-X26388-Y13586_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,TH_core,733.0,4.0,VPM_layernan,VPM
551,551,18455_5250-X26774-Y12458,1119750796_18455_5250-X26774-Y12458_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,TH_core,733.0,8.0,VPM_layernan,VPM
552,552,18455_5253-X25617-Y13881,1119750798_18455_5253-X25617-Y13881_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,TH_core,733.0,6.0,VPM_layernan,VPM
553,553,18455_5270-X26584-Y13108,1119750800_18455_5270-X26584-Y13108_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,TH_core,733.0,9.0,VPM_layernan,VPM
554,554,18455_5316-X26308-Y13288,1119750802_18455_5316-X26308-Y13288_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,TH_core,733.0,0.0,VPM_layernan,VPM
555,555,18455_5322-X25738-Y14318,1119750804_18455_5322-X25738-Y14318_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,TH_core,733.0,2.0,VPM_layernan,VPM
556,556,18455_5328-X26926-Y12588,1119750806_18455_5328-X26926-Y12588_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,TH_core,733.0,1.0,VPM_layernan,VPM
557,557,18455_5332-X21894-Y12236,1119750808_18455_5332-X21894-Y12236_reg.swc,MD,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,TH_core,362.0,3.0,MD_layernan,MD
558,558,18455_5338-X9248-Y10906,1119750812_18455_5338-X9248-Y10906_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,CP_GPe,672.0,2.0,CP_layernan,CP
559,559,18455_5338-X26488-Y13006,1119750810_18455_5338-X26488-Y13006_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,TH_core,733.0,3.0,VPM_layernan,VPM
560,560,18455_5366-X14488-Y12048,1119750814_18455_5366-X14488-Y12048_reg.swc,PO,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,TH_matrix,1020.0,6.0,PO_layernan,PO
561,561,18455_5382-X12490-Y12368,1119750816_18455_5382-X12490-Y12368_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,TH_core,733.0,5.0,VPM_layernan,VPM
562,562,18455_5388-X25394-Y12820,1119750818_18455_5388-X25394-Y12820_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,TH_core,733.0,4.0,VPM_layernan,VPM
563,563,18455_5399-X13603-Y11245,1119750820_18455_5399-X13603-Y11245_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,TH_core,733.0,8.0,VPM_layernan,VPM
564,564,18455_5404-X24949-Y14106,1119750822_18455_5404-X24949-Y14106_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,TH_core,733.0,7.0,VPM_layernan,VPM
565,565,18455_5406-X13920-Y14376,1119750825_18455_5406-X13920-Y14376_reg.swc,VPL,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,TH_core,718.0,4.0,VPL_layernan,VPL
566,566,18455_5412-X28182-Y11998,1119750827_18455_5412-X28182-Y11998_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,TH_core,733.0,2.0,VPM_layernan,VPM
567,567,18455_5424-X13726-Y11944,1119750829_18455_5424-X13726-Y11944_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,TH_core,733.0,4.0,VPM_layernan,VPM
568,568,18455_5430-X28076-Y12758,1119750831_18455_5430-X28076-Y12758_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,TH_core,733.0,6.0,VPM_layernan,VPM
569,569,18455_5432-X12334-Y12185,1119750833_18455_5432-X12334-Y12185_reg.swc,VPL,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,TH_core,718.0,2.0,VPL_layernan,VPL
570,570,18455_5460-X12709-Y11799,1119750835_18455_5460-X12709-Y11799_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,TH_core,733.0,1.0,VPM_layernan,VPM
571,571,18455_5462-X13684-Y13070,1119750837_18455_5462-X13684-Y13070_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,TH_core,733.0,5.0,VPM_layernan,VPM
572,572,18455_5472-X13482-Y11733,1119750839_18455_5472-X13482-Y11733_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,TH_core,733.0,3.0,VPM_layernan,VPM
573,573,18455_5474-X14981-Y13279,1119750841_18455_5474-X14981-Y13279_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,TH_core,733.0,7.0,VPM_layernan,VPM
574,574,18455_5486-X14002-Y13012,1119750845_18455_5486-X14002-Y13012_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,TH_core,733.0,0.0,VPM_layernan,VPM
575,575,18455_5495-X12217-Y11519,1119750847_18455_5495-X12217-Y11519_reg.swc,VPL,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,TH_core,718.0,5.0,VPL_layernan,VPL
576,576,18455_5496-X12402-Y12214,1119750849_18455_5496-X12402-Y12214_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,TH_core,733.0,9.0,VPM_layernan,VPM
577,577,18455_5507-X14812-Y14221,1119750851_18455_5507-X14812-Y14221_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,TH_core,733.0,8.0,VPM_layernan,VPM
578,578,18455_5517-X15391-Y12702,1119750854_18455_5517-X15391-Y12702_reg.swc,PO,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,TH_matrix,1020.0,3.0,PO_layernan,PO
579,579,18455_5520-X28550-Y12522,1119750856_18455_5520-X28550-Y12522_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,TH_core,733.0,0.0,VPM_layernan,VPM
580,580,18455_5534-X13236-Y13128,1119750858_18455_5534-X13236-Y13128_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,TH_core,733.0,9.0,VPM_layernan,VPM
581,581,18455_5536-X13420-Y14174,1119750860_18455_5536-X13420-Y14174_reg.swc,VPL,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,TH_core,718.0,9.0,VPL_layernan,VPL
582,582,18455_5539-X25803-Y14383,1119750862_18455_5539-X25803-Y14383_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,TH_core,733.0,5.0,VPM_layernan,VPM
583,583,18455_5541-X26930-Y11954,1119750864_18455_5541-X26930-Y11954_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,TH_core,733.0,6.0,VPM_layernan,VPM
584,584,18455_5545-X15125-Y11194,1119750866_18455_5545-X15125-Y11194_reg.swc,PO,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,TH_matrix,1020.0,5.0,PO_layernan,PO
585,585,18455_5548-X25459-Y13308,1119750868_18455_5548-X25459-Y13308_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,TH_core,733.0,3.0,VPM_layernan,VPM
586,586,18455_5550-X12646-Y12472,1119750870_18455_5550-X12646-Y12472_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,TH_core,733.0,8.0,VPM_layernan,VPM
587,587,18455_5554-X13744-Y12928,1119750872_18455_5554-X13744-Y12928_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,TH_core,733.0,2.0,VPM_layernan,VPM
588,588,18455_5576-X27320-Y11389,1119750874_18455_5576-X27320-Y11389_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,TH_core,733.0,7.0,VPM_layernan,VPM
589,589,18455_5584-X12945-Y14069,1119750876_18455_5584-X12945-Y14069_reg.swc,VPL,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,TH_core,718.0,7.0,VPL_layernan,VPL
590,590,18455_5593-X27981-Y11978,1119750878_18455_5593-X27981-Y11978_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,TH_core,733.0,1.0,VPM_layernan,VPM
591,591,18455_5594-X13496-Y11384,1119750880_18455_5594-X13496-Y11384_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,TH_core,733.0,4.0,VPM_layernan,VPM
592,592,18455_5606-X15835-Y13965,1119750882_18455_5606-X15835-Y13965_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,TH_core,733.0,4.0,VPM_layernan,VPM
593,593,18455_5627-X14513-Y14038,1119750884_18455_5627-X14513-Y14038_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,TH_core,733.0,1.0,VPM_layernan,VPM
594,594,18455_5637-X26385-Y12104,1119750886_18455_5637-X26385-Y12104_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,TH_core,733.0,9.0,VPM_layernan,VPM
595,595,18455_5638-X13437-Y12197,1119750888_18455_5638-X13437-Y12197_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,TH_core,733.0,6.0,VPM_layernan,VPM
596,596,18455_5644-X28636-Y11606,1119750890_18455_5644-X28636-Y11606_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,TH_core,733.0,2.0,VPM_layernan,VPM
597,597,18455_5645-X26823-Y11751,1119750892_18455_5645-X26823-Y11751_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,TH_core,733.0,8.0,VPM_layernan,VPM
598,598,18455_5654-X28056-Y11789,1119750894_18455_5654-X28056-Y11789_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,TH_core,733.0,5.0,VPM_layernan,VPM
599,599,18455_5678-X8306-Y13292,1119750897_18455_5678-X8306-Y13292_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,CP_GPe,672.0,6.0,CP_layernan,CP
600,600,18455_5699-X15202-Y13885,1119750899_18455_5699-X15202-Y13885_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,TH_core,733.0,7.0,VPM_layernan,VPM
601,601,18455_5710-X26348-Y12207,1119750901_18455_5710-X26348-Y12207_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,TH_core,733.0,0.0,VPM_layernan,VPM
602,602,18455_5724-X12470-Y11464,1119750903_18455_5724-X12470-Y11464_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,TH_core,733.0,3.0,VPM_layernan,VPM
603,603,18455_5724-X28170-Y12030,1119750905_18455_5724-X28170-Y12030_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,TH_core,733.0,0.0,VPM_layernan,VPM
604,604,18455_5730-X15780-Y13638,1119750907_18455_5730-X15780-Y13638_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,TH_core,733.0,7.0,VPM_layernan,VPM
605,605,18455_5739-X12569-Y11475,1119750909_18455_5739-X12569-Y11475_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,TH_core,733.0,6.0,VPM_layernan,VPM
606,606,18455_5744-X12433-Y11872,1119750911_18455_5744-X12433-Y11872_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,TH_core,733.0,3.0,VPM_layernan,VPM
607,607,18455_5745-X28236-Y11727,1119750914_18455_5745-X28236-Y11727_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,TH_core,733.0,5.0,VPM_layernan,VPM
608,608,18455_5787-X12091-Y11732,1119750916_18455_5787-X12091-Y11732_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,TH_core,733.0,9.0,VPM_layernan,VPM
609,609,18455_5790-X27971-Y9492,1119750918_18455_5790-X27971-Y9492_reg.swc,LGd,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,TH_core,170.0,6.0,LGd_layernan,LGd
610,610,18455_5832-X13130-Y11870,1119750920_18455_5832-X13130-Y11870_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,TH_core,733.0,1.0,VPM_layernan,VPM
611,611,18455_5868-X13578-Y12094,1119750922_18455_5868-X13578-Y12094_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,TH_core,733.0,2.0,VPM_layernan,VPM
612,612,18455_5898-X14920-Y13352,1119750925_18455_5898-X14920-Y13352_reg.swc,VPLpc,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,TH_core,725.0,7.0,VPLpc_layernan,VPLpc
613,613,18455_5900-X27274-Y11262,1119750927_18455_5900-X27274-Y11262_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,TH_core,733.0,4.0,VPM_layernan,VPM
614,614,18455_5938-X13074-Y9220,1119750929_18455_5938-X13074-Y9220_reg.swc,LGd,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,TH_core,170.0,9.0,LGd_layernan,LGd
615,615,18455_5969-X26446-Y12615,1119750931_18455_5969-X26446-Y12615_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,TH_core,733.0,8.0,VPM_layernan,VPM
616,616,18455_5996-X15874-Y13312,1119750933_18455_5996-X15874-Y13312_reg.swc,VPMpc,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,TH_core,741.0,1.0,VPMpc_layernan,VPMpc
617,617,18455_6138-X26660-Y12273,1119750935_18455_6138-X26660-Y12273_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,TH_core,733.0,3.0,VPM_layernan,VPM
618,618,18455_6157-X29587-Y10059,1119750937_18455_6157-X29587-Y10059_reg.swc,LGd,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,TH_core,170.0,2.0,LGd_layernan,LGd
619,619,18455_6182-X28178-Y9503,1119750939_18455_6182-X28178-Y9503_reg.swc,LGd,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,TH_core,170.0,3.0,LGd_layernan,LGd
620,620,18455_6208-X28915-Y9357,1119750941_18455_6208-X28915-Y9357_reg.swc,LGd,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,TH_core,170.0,2.0,LGd_layernan,LGd
621,621,18455_6218-X28318-Y9910,1119750943_18455_6218-X28318-Y9910_reg.swc,LGd,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,TH_core,170.0,7.0,LGd_layernan,LGd
622,622,18455_6509-X12363-Y10055,1119750945_18455_6509-X12363-Y10055_reg.swc,LGd,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,TH_core,170.0,1.0,LGd_layernan,LGd
623,623,18455_6550-X28362-Y10312,1119750947_18455_6550-X28362-Y10312_reg.swc,MG,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,TH_core,475.0,2.0,MG_layernan,MG
624,624,18462_2656-X18504-Y10498,1119751447_18462_2656-X18504-Y10498_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373641-18462,18462,CP_GPe,672.0,3.0,CP_layernan,CP
625,625,18462_3175-X21732-Y11288,1119751449_18462_3175-X21732-Y11288_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373641-18462,18462,CP_SNr,672.0,8.0,CP_layernan,CP
626,626,18462_3254-X22012-Y11184,1119751451_18462_3254-X22012-Y11184_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373641-18462,18462,CP_GPe,672.0,9.0,CP_layernan,CP
627,627,18462_3332-X21453-Y10452,1119751453_18462_3332-X21453-Y10452_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373641-18462,18462,CP_GPe,672.0,4.0,CP_layernan,CP
628,628,18462_3538-X19451-Y9138,1119751455_18462_3538-X19451-Y9138_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373641-18462,18462,CP_others,672.0,5.0,CP_layernan,CP
629,629,18462_3539-X11982-Y10038,1119751457_18462_3539-X11982-Y10038_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373641-18462,18462,CP_GPe,672.0,7.0,CP_layernan,CP
630,630,18462_3734-X11168-Y8716,1119751459_18462_3734-X11168-Y8716_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373641-18462,18462,CP_GPe,672.0,0.0,CP_layernan,CP
631,631,18462_4019-X10864-Y7718,1119751461_18462_4019-X10864-Y7718_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373641-18462,18462,CP_GPe,672.0,8.0,CP_layernan,CP
632,632,18462_4368-X21242-Y8643,1119751463_18462_4368-X21242-Y8643_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373641-18462,18462,CP_SNr,672.0,9.0,CP_layernan,CP
633,633,18462_5022-X19991-Y10870,1119751465_18462_5022-X19991-Y10870_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373641-18462,18462,TH_core,733.0,8.0,VPM_layernan,VPM
634,634,18462_5023-X20803-Y10171,1119751467_18462_5023-X20803-Y10171_reg.swc,VPL,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373641-18462,18462,TH_core,718.0,3.0,VPL_layernan,VPL
635,635,18462_5056-X20583-Y10028,1119751469_18462_5056-X20583-Y10028_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373641-18462,18462,TH_core,733.0,2.0,VPM_layernan,VPM
636,636,18462_5083-X21099-Y11122,1119751471_18462_5083-X21099-Y11122_reg.swc,VPL,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373641-18462,18462,TH_core,718.0,1.0,VPL_layernan,VPL
637,637,18462_5112-X20396-Y10520,1119751474_18462_5112-X20396-Y10520_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373641-18462,18462,TH_core,733.0,1.0,VPM_layernan,VPM
638,638,18462_5139-X20549-Y10174,1119751476_18462_5139-X20549-Y10174_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373641-18462,18462,TH_core,733.0,6.0,VPM_layernan,VPM
639,639,18462_5164-X20510-Y10800,1119751478_18462_5164-X20510-Y10800_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373641-18462,18462,TH_core,733.0,0.0,VPM_layernan,VPM
640,640,18462_5261-X19282-Y10948,1119751480_18462_5261-X19282-Y10948_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373641-18462,18462,TH_core,733.0,5.0,VPM_layernan,VPM
641,641,18462_5333-X20539-Y11939,1119751483_18462_5333-X20539-Y11939_reg.swc,VAL,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373641-18462,18462,TH_core,629.0,2.0,VAL_layernan,VAL
642,642,18462_5376-X20448-Y11695,1119751485_18462_5376-X20448-Y11695_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373641-18462,18462,TH_core,733.0,7.0,VPM_layernan,VPM
643,643,18462_5407-X21610-Y9761,1119751487_18462_5407-X21610-Y9761_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373641-18462,18462,TH_core,733.0,4.0,VPM_layernan,VPM
644,644,18462_5510-X10666-Y10190,1119751489_18462_5510-X10666-Y10190_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373641-18462,18462,TH_core,733.0,9.0,VPM_layernan,VPM
645,645,18462_5533-X21018-Y9119,1119751491_18462_5533-X21018-Y9119_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373641-18462,18462,TH_core,733.0,0.0,VPM_layernan,VPM
646,646,18462_5553-X9971-Y10460,1119751493_18462_5553-X9971-Y10460_reg.swc,VPL,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373641-18462,18462,TH_core,718.0,0.0,VPL_layernan,VPL
647,647,18462_5604-X21758-Y9711,1119751495_18462_5604-X21758-Y9711_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373641-18462,18462,TH_core,733.0,3.0,VPM_layernan,VPM
648,648,18462_5664-X10938-Y11074,1119751497_18462_5664-X10938-Y11074_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373641-18462,18462,TH_core,733.0,4.0,VPM_layernan,VPM
649,649,18462_5674-X21158-Y9621,1119751499_18462_5674-X21158-Y9621_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373641-18462,18462,TH_core,733.0,7.0,VPM_layernan,VPM
650,650,18462_5676-X10424-Y9387,1119751502_18462_5676-X10424-Y9387_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373641-18462,18462,TH_core,733.0,9.0,VPM_layernan,VPM
651,651,18462_5710-X21372-Y9198,1119751504_18462_5710-X21372-Y9198_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373641-18462,18462,TH_core,733.0,6.0,VPM_layernan,VPM
652,652,18462_5733-X10755-Y9914,1119751506_18462_5733-X10755-Y9914_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373641-18462,18462,TH_core,733.0,1.0,VPM_layernan,VPM
653,653,18462_5766-X12864-Y11316,1119751508_18462_5766-X12864-Y11316_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373641-18462,18462,TH_core,733.0,5.0,VPM_layernan,VPM
654,654,18462_5770-X10985-Y9583,1119751510_18462_5770-X10985-Y9583_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373641-18462,18462,TH_core,733.0,8.0,VPM_layernan,VPM
655,655,18462_5786-X21790-Y7924,1119751512_18462_5786-X21790-Y7924_reg.swc,LGd,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373641-18462,18462,TH_core,170.0,9.0,LGd_layernan,LGd
656,656,18462_5800-X11427-Y9978,1119751514_18462_5800-X11427-Y9978_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373641-18462,18462,TH_core,733.0,2.0,VPM_layernan,VPM
657,657,18462_5802-X10255-Y9187,1119751516_18462_5802-X10255-Y9187_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373641-18462,18462,TH_core,733.0,4.0,VPM_layernan,VPM
658,658,18462_5883-X10302-Y9377,1119751518_18462_5883-X10302-Y9377_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373641-18462,18462,TH_core,733.0,7.0,VPM_layernan,VPM
659,659,18462_5957-X10219-Y9059,1119751520_18462_5957-X10219-Y9059_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373641-18462,18462,TH_core,733.0,2.0,VPM_layernan,VPM
660,660,18462_5958-X11939-Y11038,1119751522_18462_5958-X11939-Y11038_reg.swc,VPLpc,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373641-18462,18462,TH_core,725.0,5.0,VPLpc_layernan,VPLpc
661,661,18462_5984-X12672-Y11196,1119751524_18462_5984-X12672-Y11196_reg.swc,VPMpc,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373641-18462,18462,TH_core,741.0,0.0,VPMpc_layernan,VPMpc
662,662,18462_5999-X11390-Y11124,1119751526_18462_5999-X11390-Y11124_reg.swc,VPLpc,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373641-18462,18462,TH_core,725.0,7.0,VPLpc_layernan,VPLpc
663,663,18462_6004-X20947-Y9928,1119751528_18462_6004-X20947-Y9928_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373641-18462,18462,TH_core,733.0,6.0,VPM_layernan,VPM
664,664,18462_6029-X10270-Y8859,1119751530_18462_6029-X10270-Y8859_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373641-18462,18462,TH_core,733.0,0.0,VPM_layernan,VPM
665,665,18462_6105-X20866-Y9970,1119751532_18462_6105-X20866-Y9970_reg.swc,VPLpc,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373641-18462,18462,TH_core,725.0,4.0,VPLpc_layernan,VPLpc
666,666,18462_6158-X10063-Y9041,1119751534_18462_6158-X10063-Y9041_reg.swc,MG,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373641-18462,18462,TH_core,475.0,6.0,MG_layernan,MG
667,667,18462_6380-X11262-Y9738,1119751536_18462_6380-X11262-Y9738_reg.swc,VPLpc,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373641-18462,18462,TH_core,725.0,0.0,VPLpc_layernan,VPLpc
668,668,18462_6629-X9516-Y8250,1119751538_18462_6629-X9516-Y8250_reg.swc,LGd,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373641-18462,18462,TH_core,170.0,5.0,LGd_layernan,LGd
669,669,18462_6638-X10182-Y8476,1119751540_18462_6638-X10182-Y8476_reg.swc,MG,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373641-18462,18462,TH_core,475.0,7.0,MG_layernan,MG
670,670,18462_6801-X10612-Y9088,1119751542_18462_6801-X10612-Y9088_reg.swc,MG,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373641-18462,18462,TH_core,475.0,9.0,MG_layernan,MG
