,specimen__id,DOI,specimen__date,specimen__strain,label__virus,label__fluorophore,swc__fname,structure__id,structure__acronym,structure__layer,structure_parent__id,structure_parent__acronym
644,AA0022,10.25378/janelia.5521648,2017-01-15T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0022.swc,443.0,dhc,,443.0,dhc
645,AA0481,10.25378/janelia.7615991,2017-11-17T22:11:53.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0481.swc,767.0,MOs5,5,993.0,MOs
646,AA0855,10.25378/janelia.7739960,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0855.swc,502.0,SUB,,502.0,SUB
647,AA0123,10.25378/janelia.5527243,2016-04-04T18:25:30.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0123.swc,382.0,CA1,,382.0,CA1
648,AA0378,10.25378/janelia.7613951,2017-09-25T17:59:45.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0378.swc,10703.0,DG-mo,,10703.0,DG-mo
649,AA0139,10.25378/janelia.5527294,2017-02-22T22:37:17.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP;,AA0139.swc,502.0,SUB,,502.0,SUB
650,AA0443,10.25378/janelia.7614398,2017-11-17T22:11:53.000Z,C57BL/6N,AAV 2/5 Cre + GFP,eGFP,AA0443.swc,797.0,ZI,,797.0,ZI
651,AA0373,10.25378/janelia.7613930,2017-09-19T19:27:58.000Z,C57BL/6J,AAV 2/5 Cre + tdT,immuno labeled for anti-tDT,AA0373.swc,575.0,CL,,575.0,CL
652,AA0554,10.25378/janelia.7640219,2018-03-09T18:07:35.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0554.swc,767.0,MOs5,5,993.0,MOs
653,AA0730,10.25378/janelia.7707272,2018-05-23T13:47:38.000Z,C57BL/6N,AAV2/5 Syn-iCre + AAV2/5 CAG-Flex GFP,immuno labeled for anti-GFP,AA0730.swc,194.0,LHA,,194.0,LHA
654,AA0654,10.25378/janelia.7658156,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,AA0654.swc,767.0,MOs5,5,993.0,MOs
655,AA0825,10.25378/janelia.7739753,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0825.swc,502.0,SUB,,502.0,SUB
656,AA0061,10.25378/janelia.5521786,2016-10-31T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-tdTomato,tdTomato,AA0061.swc,440.0,ORBl6a,6a,723.0,ORBl
657,AA0420,10.25378/janelia.7614230,2017-09-25T17:59:45.000Z,C57BL/6N,AAV 2/5 Cre + GFP,eGFP,AA0420.swc,463.0,CA3,,463.0,CA3
658,AA0029,10.25378/janelia.5521669,2017-01-15T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0029.swc,603.0,fi,,603.0,fi
659,AA0856,10.25378/janelia.7739993,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0856.swc,919.0,ACAd6a,6a,39.0,ACAd
660,AA0863,10.25378/janelia.7740083,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0863.swc,767.0,MOs5,5,993.0,MOs
661,AA0667,10.25378/janelia.7658258,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,AA0667.swc,767.0,MOs5,5,993.0,MOs
662,AA0097,10.25378/janelia.5526670,2016-10-25T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0097.swc,767.0,MOs5,5,993.0,MOs
663,AA0051,10.25378/janelia.5521750,2016-10-31T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-tdTomato,tdTomato,AA0051.swc,575.0,CL,,575.0,CL
664,AA0658,10.25378/janelia.7658225,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,AA0658.swc,943.0,MOp2/3,,943.0,MOp2/3
665,AA0402,10.25378/janelia.7614128,2017-09-25T17:59:45.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0402.swc,962.0,MOs2/3,2/3,993.0,MOs
666,AA0708,10.25378/janelia.7704407,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,AA0708.swc,1084.0,PRE,,1084.0,PRE
667,AA0353,10.25378/janelia.7613825,2017-09-19T19:27:58.000Z,C57BL/6J,AAV 2/5 Cre + tdT,immuno labeled for anti-tDT,AA0353.swc,362.0,MD,,362.0,MD
668,AA0326,10.25378/janelia.7613495,2017-09-11T18:52:55.000Z,C57BL/6J,AAV 2/5 Cre + GFP,eGFP,AA0326.swc,629.0,VAL,,629.0,VAL
669,AA0630,10.25378/janelia.7658003,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,AA0630.swc,648.0,MOp5,,648.0,MOp5
670,AA0090,10.25378/janelia.5526649,2016-10-25T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0090.swc,693.0,VMH,,693.0,VMH
671,AA0546,10.25378/janelia.7640186,2018-03-09T18:07:35.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0546.swc,443.0,dhc,,443.0,dhc
672,AA0794,10.25378/janelia.7739516,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0794.swc,767.0,MOs5,5,993.0,MOs
673,AA0387,10.25378/janelia.7614062,2017-09-25T17:59:45.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0387.swc,1084.0,PRE,,1084.0,PRE
674,AA0117,10.25378/janelia.5526730,2015-07-11T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-tdTomato,tdTomato,AA0117.swc,1021.0,MOs6a,6a,993.0,MOs
675,AA0581,10.25378/janelia.7649870,2018-04-03T15:08:17.000Z,C57BL/6N,AAV2/5 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,AA0581.swc,1020.0,PO,,1020.0,PO
676,AA1540,n/a,2018-12-01T05:00:00.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flp,Immunolabeled with anti-GFP; Alexa-488,AA1540.swc,767.0,MOs5,5,993.0,MOs
677,AA0996,10.25378/janelia.7821953,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA0996.swc,1098.0,MDRNd,,1098.0,MDRNd
678,AA0280,10.25378/janelia.5527795,2017-06-28T21:36:40.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0280.swc,1021.0,MOs6a,6a,993.0,MOs
679,AA0263,10.25378/janelia.5527723,2017-06-28T21:36:40.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0263.swc,443.0,dhc,,443.0,dhc
680,AA0114,10.25378/janelia.5526721,2015-07-11T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-tdTomato,tdTomato,AA0114.swc,767.0,MOs5,5,993.0,MOs
681,AA0993,10.25378/janelia.7821944,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA0993.swc,1064.0,ANcr2,,1064.0,ANcr2
682,AA0340,10.25378/janelia.7613747,2017-09-19T19:27:58.000Z,C57BL/6J,AAV 2/5 Cre + tdT,immuno labeled for anti-tDT,AA0340.swc,1020.0,PO,,1020.0,PO
683,AA1224,n/a,2018-12-01T05:00:00.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flp,Immunolabeled with anti-GFP; Alexa-488,AA1224.swc,733.0,VPM,,733.0,VPM
684,AA0831,10.25378/janelia.7739780,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0831.swc,502.0,SUB,,502.0,SUB
685,AA0060,10.25378/janelia.5521783,2016-10-31T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-tdTomato,tdTomato,AA0060.swc,1021.0,MOs6a,6a,993.0,MOs
686,AA0782,10.25378/janelia.7739303,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0782.swc,962.0,MOs2/3,2/3,993.0,MOs
687,AA0907,10.25378/janelia.7780862,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0907.swc,767.0,MOs5,5,993.0,MOs
688,AA0417,10.25378/janelia.7614218,2017-09-25T17:59:45.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0417.swc,363.0,PL5,5,972.0,PL
689,AA0982,10.25378/janelia.7804502,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA0982.swc,944.0,FOTU,,944.0,FOTU
690,AA0305,10.25378/janelia.7613387,2017-08-28T17:55:51.000Z,C57BL/6J,AAV2/1 Cre+GFP,eGFP,AA0305.swc,10703.0,DG-mo,,10703.0,DG-mo
691,AA0292,10.25378/janelia.5527831,2017-08-10T19:05:24.000Z,Rorb-Cre-1,AAV2/1.FLEX-tdTomato,tdTomato,AA0292.swc,10703.0,DG-mo,,10703.0,DG-mo
692,AA0428,10.25378/janelia.7614257,2017-09-25T17:59:45.000Z,C57BL/6N,AAV 2/5 Cre + GFP,eGFP,AA0428.swc,194.0,LHA,,194.0,LHA
693,AA1158,n/a,2018-10-01T19:57:10.000Z,C57BL/6N,AAV2/1 Cre+GFP,anti-GFP AAV J27,AA1158.swc,733.0,VPM,,733.0,VPM
694,AA0159,10.25378/janelia.5527372,2017-04-19T21:51:49.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0159.swc,502.0,SUB,,502.0,SUB
695,AA0410,10.25378/janelia.7614191,2017-09-25T17:59:45.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0410.swc,1021.0,MOs6a,6a,993.0,MOs
696,AA0457,10.25378/janelia.7615589,2017-11-17T22:11:53.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0457.swc,84.0,PL6a,6a,972.0,PL
697,AA0559,10.25378/janelia.7640246,2018-03-09T18:07:35.000Z,C57BL/6N,AAV2/1.Cre-tdTomato,tdTomato,AA0559.swc,443.0,dhc,,443.0,dhc
698,AA0528,10.25378/janelia.7639874,2018-03-09T18:07:35.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0528.swc,1084.0,PRE,,1084.0,PRE
699,AA0587,10.25378/janelia.7649927,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,AA0587.swc,962.0,MOs2/3,2/3,993.0,MOs
700,AA0622,10.25378/janelia.7655753,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,AA0622.swc,943.0,MOp2/3,,943.0,MOp2/3
701,AA0138,10.25378/janelia.5527288,2017-02-22T22:37:17.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0138.swc,181.0,RE,,181.0,RE
702,AA0637,10.25378/janelia.7658075,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,AA0637.swc,962.0,MOs2/3,2/3,993.0,MOs
703,AA0755,10.25378/janelia.7710023,2018-06-14T17:03:18.000Z,C57BL/6N,AAV2/5 Cre + AAV2/1 GFP,anti-GFP 2x NucID J25,AA0755.swc,733.0,VPM,,733.0,VPM
704,AA0365,10.25378/janelia.7613903,2017-09-19T19:27:58.000Z,C57BL/6J,AAV 2/5 Cre + tdT,immuno labeled for anti-tDT,AA0365.swc,629.0,VAL,,629.0,VAL
705,AA1020,10.25378/janelia.7822055,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA1020.swc,1056.0,ANcr1,,1056.0,ANcr1
706,AA0143,10.25378/janelia.5527312,2017-02-22T22:37:17.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP;,AA0143.swc,632.0,DG-sg,,632.0,DG-sg
707,AA1258,n/a,2019-05-27T04:00:00.000Z,Som-Cre,CAG-Flex-Rev-FlpO; CAG-FRT-Rev-3xGFP,GFP; AF488,AA1258.swc,733.0,VPM,,733.0,VPM
708,AA0479,10.25378/janelia.7615982,2017-11-17T22:11:53.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0479.swc,502.0,SUB,,502.0,SUB
709,AA0286,10.25378/janelia.5527813,2017-06-28T21:36:40.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0286.swc,767.0,MOs5,5,993.0,MOs
710,AA0693,10.25378/janelia.7704308,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/5 Cre + AAV2/5 tDT,immuno labeled for anti-tDT,AA0693.swc,629.0,VAL,,629.0,VAL
711,AA0444,10.25378/janelia.7614479,2017-11-17T22:11:53.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0444.swc,502.0,SUB,,502.0,SUB
712,AA0515,10.25378/janelia.7639823,2018-01-30T16:19:46.000Z,C57BL/6N,AAV2/1.FLEX-TVA and G,Immunolabeled with anti-GFP; Alexa-488,AA0515.swc,354.0,MY,,354.0,MY
713,AA1041,10.25378/janelia.7822283,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA1041.swc,606826659.0,MMd,,606826659.0,MMd
714,AA0390,10.25378/janelia.7614077,2017-09-25T17:59:45.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0390.swc,526157192.0,FRP5,5,184.0,FRP
715,AA1078,10.25378/janelia.7825271,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA1078.swc,974.0,SSp-m5,5,345.0,SSp-m
716,AA0710,10.25378/janelia.7704413,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,AA0710.swc,1084.0,PRE,,1084.0,PRE
717,AA0336,10.25378/janelia.7613717,2017-09-19T19:27:58.000Z,C57BL/6J,AAV 2/5 Cre + tdT,immuno labeled for anti-tDT,AA0336.swc,155.0,LD,,155.0,LD
718,AA1544,n/a,2018-12-01T05:00:00.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flp,Immunolabeled with anti-GFP; Alexa-488,AA1544.swc,767.0,MOs5,5,993.0,MOs
719,AA0442,10.25378/janelia.7614368,2017-11-17T22:11:53.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0442.swc,767.0,MOs5,5,993.0,MOs
720,AA0063,10.25378/janelia.5521792,2016-10-31T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-tdTomato,tdTomato,AA0063.swc,940.0,cing,,940.0,cing
721,AA0809,10.25378/janelia.7739648,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/5 Syn-iCre + AAV2/5 CAG-Flex GFP,anti-GFP,AA0809.swc,685.0,VM,,685.0,VM
722,AA0338,10.25378/janelia.7613726,2017-09-19T19:27:58.000Z,C57BL/6J,AAV 2/5 Cre + tdT,immuno labeled for anti-tDT,AA0338.swc,1020.0,PO,,1020.0,PO
723,AA0322,10.25378/janelia.7613474,2017-09-11T18:52:55.000Z,C57BL/6J,AAV 2/5 Cre + GFP,eGFP,AA0322.swc,718.0,VPL,,718.0,VPL
724,AA0772,10.25378/janelia.7710107,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0772.swc,767.0,MOs5,5,993.0,MOs
725,AA1070,10.25378/janelia.7825214,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA1070.swc,437.0,SPVI,,437.0,SPVI
726,AA1100,10.25378/janelia.7827941,2018-10-01T19:57:10.000Z,C57BL/6N,AAV 2/5 Cre + tdT,tdTomato,AA1100.swc,194.0,LHA,,194.0,LHA
727,AA0995,10.25378/janelia.7821950,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA0995.swc,334.0,BMAp,,334.0,BMAp
728,AA0492,10.25378/janelia.7616045,2017-11-17T22:11:53.000Z,C57BL/6N,AAV2/1.Cre-tdTomato,tdTomato,AA0492.swc,778.0,VISp5,5,385.0,VISp
729,AA0999,10.25378/janelia.7821965,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA0999.swc,463.0,CA3,,463.0,CA3
730,AA0339,10.25378/janelia.7613735,2017-09-19T19:27:58.000Z,C57BL/6J,AAV 2/5 Cre + tdT,immuno labeled for anti-tDT,AA0339.swc,1020.0,PO,,1020.0,PO
731,AA0525,10.25378/janelia.7639865,2018-03-09T18:07:35.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0525.swc,1084.0,PRE,,1084.0,PRE
732,AA0621,10.25378/janelia.7655750,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,AA0621.swc,382.0,CA1,,382.0,CA1
733,AA0549,10.25378/janelia.7640201,2018-03-09T18:07:35.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0549.swc,1021.0,MOs6a,6a,993.0,MOs
734,AA0475,10.25378/janelia.7615967,2017-11-17T22:11:53.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0475.swc,962.0,MOs2/3,2/3,993.0,MOs
735,AA0661,10.25378/janelia.7658237,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,AA0661.swc,382.0,CA1,,382.0,CA1
736,AA1181,n/a,2018-12-01T05:00:00.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flp,Immunolabeled with anti-GFP; Alexa-488,AA1181.swc,362.0,MD,,362.0,MD
737,AA1176,n/a,2018-12-01T05:00:00.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flp,Immunolabeled with anti-GFP; Alexa-488,AA1176.swc,733.0,VPM,,733.0,VPM
738,AA0268,10.25378/janelia.5527750,2017-06-28T21:36:40.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0268.swc,443.0,dhc,,443.0,dhc
739,AA0910,10.25378/janelia.7780871,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0910.swc,382.0,CA1,,382.0,CA1
740,AA0031,10.25378/janelia.5521675,2017-01-15T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0031.swc,502.0,SUB,,502.0,SUB
741,AA0628,10.25378/janelia.7655780,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,AA0628.swc,767.0,MOs5,5,993.0,MOs
742,AA0505,10.25378/janelia.7639709,2018-01-30T16:19:46.000Z,C57BL/6N,AAV2/1.FLEX-TVA and G,Immunolabeled with anti-GFP; Alexa-488,AA0505.swc,62.0,mlf,,62.0,mlf
743,AA0632,10.25378/janelia.7658054,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,AA0632.swc,767.0,MOs5,5,993.0,MOs
744,AA0573,10.25378/janelia.7649837,2018-03-09T18:07:35.000Z,C57BL/6N,AAV2/1.Cre-tdTomato,tdTomato,AA0573.swc,632.0,DG-sg,,632.0,DG-sg
745,AA1227,n/a,2019-04-17T04:00:00.000Z,Som-Cre,CAG-Flex-Rev-FlpO; CAG-FRT-Rev-3xGFP,Rb anti-GFP/AF488,AA1227.swc,733.0,VPM,,733.0,VPM
746,AA0421,10.25378/janelia.7614233,2017-09-25T17:59:45.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0421.swc,767.0,MOs5,5,993.0,MOs
747,AA1071,10.25378/janelia.7825223,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA1071.swc,7.0,PSV,,7.0,PSV
748,AA0237,10.25378/janelia.5527630,2014-06-24T16:07:05.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0237.swc,962.0,MOs2/3,2/3,993.0,MOs
749,AA0346,10.25378/janelia.7613786,2017-09-19T19:27:58.000Z,C57BL/6J,AAV 2/5 Cre + tdT,immuno labeled for anti-tDT,AA0346.swc,629.0,VAL,,629.0,VAL
750,AA0329,10.25378/janelia.7613525,2017-09-11T18:52:55.000Z,C57BL/6J,AAV 2/1 Cre + GFP,eGFP,AA0329.swc,962.0,MOs2/3,2/3,993.0,MOs
751,AA0075,10.25378/janelia.5521810,2016-10-31T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0075.swc,1113.0,IAD,,1113.0,IAD
752,AA0448,10.25378/janelia.7614854,2017-11-17T22:11:53.000Z,C57BL/6N,AAV 2/5 Cre + GFP,eGFP,AA0448.swc,685.0,VM,,685.0,VM
753,AA1145,n/a,2018-10-01T19:57:10.000Z,C57BL/6N,AAV2/1 Cre+GFP,anti-GFP AAV J27,AA1145.swc,962.0,MOs2/3,2/3,993.0,MOs
754,AA0489,10.25378/janelia.7616030,2017-11-17T22:11:53.000Z,C57BL/6N,AAV2/1.Cre-tdTomato,tdTomato,AA0489.swc,502.0,SUB,,502.0,SUB
755,AA0432,10.25378/janelia.7614290,2017-10-31T15:26:25.000Z,C57BL/6N,EnvA-GFP-Rabies,Immunolabeled with anti-GFP; Alexa-488,AA0432.swc,728.0,arb,,728.0,arb
756,AA0603,10.25378/janelia.7650041,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,AA0603.swc,363.0,PL5,5,972.0,PL
757,AA0780,10.25378/janelia.7739285,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0780.swc,767.0,MOs5,5,993.0,MOs
758,AA0174,10.25378/janelia.5527423,2017-06-10T19:59:48.000Z,C57BL/6J,AAV2/5.FLEX-eGFP,eGFP,AA0174.swc,797.0,ZI,,797.0,ZI
759,AA0540,10.25378/janelia.7640156,2018-03-09T18:07:35.000Z,C57BL/6N,AAV 2/5 Cre + GFP,eGFP,AA0540.swc,155.0,LD,,155.0,LD
760,AA1166,n/a,2018-10-01T19:57:10.000Z,C57BL/6N,AAV2/1 Cre+GFP,anti-GFP AAV J27,AA1166.swc,718.0,VPL,,718.0,VPL
761,AA0185,10.25378/janelia.5527456,2017-06-10T19:59:48.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0185.swc,1021.0,MOs6a,6a,993.0,MOs
762,AA0943,10.25378/janelia.7804025,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA0943.swc,54.0,mfb,,54.0,mfb
763,AA1434,n/a,2020-02-24T05:00:00.000Z,Vglut2-Cre,syn-FLEX-TRE-2tTA; TREx7-GFP,GFP; AF488,AA1434.swc,255.0,AV,,255.0,AV
764,AA1168,n/a,2018-10-01T19:57:10.000Z,C57BL/6N,AAV2/1 Cre+GFP,anti-GFP AAV J27,AA1168.swc,362.0,MD,,362.0,MD
765,AA0376,10.25378/janelia.7613942,2017-09-25T17:59:45.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0376.swc,10703.0,DG-mo,,10703.0,DG-mo
766,AA1476,n/a,2020-04-15T04:00:00.000Z,Vgat-Cre,syn-FLEX-TRE-2tTA;TREx7-GFP,GFP ; AF488,AA1476.swc,962.0,MOs2/3,2/3,993.0,MOs
767,AA0308,10.25378/janelia.7613402,2017-08-28T17:55:51.000Z,C57BL/6J,AAV2/1 Cre+GFP,eGFP,AA0308.swc,382.0,CA1,,382.0,CA1
768,AA0675,10.25378/janelia.7704218,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/5 Cre + AAV2/5 tDT,immuno labeled for anti-tDT,AA0675.swc,629.0,VAL,,629.0,VAL
769,AA0776,10.25378/janelia.7710122,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0776.swc,940.0,cing,,940.0,cing
770,AA1546,n/a,2021-06-06T04:00:00.000Z,Vglut1-cre,virus not found,GFP,AA1546.swc,629.0,VAL,,629.0,VAL
771,AA1438,n/a,2020-02-24T05:00:00.000Z,Vglut2-Cre,syn-FLEX-TRE-2tTA; TREx7-GFP,GFP; AF488,AA1438.swc,733.0,VPM,,733.0,VPM
772,AA0425,10.25378/janelia.7614245,2017-09-25T17:59:45.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0425.swc,304.0,PL2/3,2/3,972.0,PL
773,AA0575,10.25378/janelia.7649846,2018-04-03T15:08:17.000Z,C57BL/6N,AAV2/5 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,AA0575.swc,767.0,MOs5,5,993.0,MOs
774,AA1065,10.25378/janelia.7825175,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA1065.swc,354.0,MY,,354.0,MY
775,AA0640,10.25378/janelia.7658084,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,AA0640.swc,767.0,MOs5,5,993.0,MOs
776,AA1545,n/a,2021-06-06T04:00:00.000Z,Vglut1-cre,virus not found,GFP,AA1545.swc,733.0,VPM,,733.0,VPM
777,AA0482,10.25378/janelia.7615997,2017-11-17T22:11:53.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0482.swc,1084.0,PRE,,1084.0,PRE
