,Unnamed: 0,specimen__id,DOI,specimen__date,specimen__strain,label__virus,label__fluorophore,swc__fname,structure__id,structure__acronym,structure__layer,structure_parent__id,structure_parent__acronym,model__fold,structure__safe_name,structure_merge__acronym
400,400,AA0777,10.25378/janelia.7710125,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0777.swc,919.0,ACAd6a,6a,39.0,ACAd,9.0,ACAd_layer6a,Isocortex_layer6
401,401,AA0923,10.25378/janelia.7803737,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA0923.swc,648.0,MOp5,,648.0,MOp5,5.0,MOp5_layernan,Isocortex_layernan
402,402,AA0762,10.25378/janelia.7710056,2018-06-14T17:03:18.000Z,C57BL/6N,AAV2/5 Cre + AAV2/1 GFP,anti-GFP 2x NucID J25,AA0762.swc,560581563.0,PIL,,560581563.0,PIL,7.0,PIL_layernan,PIL
403,403,AA0099,10.25378/janelia.5526676,2015-07-11T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0099.swc,767.0,MOs5,5,993.0,MOs,5.0,MOs_layer5,Isocortex_layer5
404,404,AA0922,10.25378/janelia.7803710,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA0922.swc,136.0,IRN,,136.0,IRN,2.0,IRN_layernan,IRN
405,405,AA0334,10.25378/janelia.7613699,2017-09-19T19:27:58.000Z,C57BL/6J,AAV 2/5 Cre + tdT,immuno labeled for anti-tDT,AA0334.swc,575.0,CL,,575.0,CL,7.0,CL_layernan,CL
406,406,AA0586,10.25378/janelia.7649924,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/5 Cre + AAV2/5 GFP,immuno labeled for anti-GFP,AA0586.swc,629.0,VAL,,629.0,VAL,1.0,VAL_layernan,VAL
407,407,AA0725,10.25378/janelia.7707188,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,AA0725.swc,1084.0,PRE,,1084.0,PRE,1.0,PRE_layernan,PRE
408,408,AA0243,10.25378/janelia.5527651,2014-06-24T16:07:05.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0243.swc,919.0,ACAd6a,6a,39.0,ACAd,2.0,ACAd_layer6a,Isocortex_layer6
409,409,AA1533,,2020-09-15T04:00:00.000Z,Vgat-Cre,??,GFP; AF488,AA1533.swc,123.0,KF,,123.0,KF,6.0,KF_layernan,KF
410,410,AA0004,10.25378/janelia.5520205,2015-06-19T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0004.swc,648.0,MOp5,,648.0,MOp5,9.0,MOp5_layernan,Isocortex_layernan
411,411,AA0018,10.25378/janelia.5521636,2017-01-15T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0018.swc,603.0,fi,,603.0,fi,5.0,fi_layernan,fi
412,412,AA0669,10.25378/janelia.7658264,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,AA0669.swc,767.0,MOs5,5,993.0,MOs,8.0,MOs_layer5,Isocortex_layer5
413,413,AA0451,10.25378/janelia.7615208,2017-11-17T22:11:53.000Z,C57BL/6N,AAV 2/5 Cre + GFP,eGFP,AA0451.swc,629.0,VAL,,629.0,VAL,8.0,VAL_layernan,VAL
414,414,AA0783,10.25378/janelia.7739312,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0783.swc,1021.0,MOs6a,6a,993.0,MOs,3.0,MOs_layer6a,Isocortex_layer6
415,415,AA0236,10.25378/janelia.5527621,2014-06-24T16:07:05.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0236.swc,767.0,MOs5,5,993.0,MOs,9.0,MOs_layer5,Isocortex_layer5
416,416,AA0732,10.25378/janelia.7707281,2018-05-23T13:47:38.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,immuno labeled for anti-GFP,AA0732.swc,1085.0,MOs6b,6b,993.0,MOs,8.0,MOs_layer6b,Isocortex_layer6
417,417,AA0242,10.25378/janelia.5527648,2014-06-24T16:07:05.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0242.swc,1021.0,MOs6a,6a,993.0,MOs,5.0,MOs_layer6a,Isocortex_layer6
418,418,AA0615,10.25378/janelia.7653188,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/5 Cre + AAV2/5 tDT,immuno labeled for anti-tDT,AA0615.swc,797.0,ZI,,797.0,ZI,6.0,ZI_layernan,ZI
419,419,AA0639,10.25378/janelia.7658081,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,AA0639.swc,962.0,MOs2/3,2/3,993.0,MOs,3.0,MOs_layer23,Isocortex_layer2/3
420,420,AA0749,10.25378/janelia.7707374,2018-05-23T13:47:38.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,immuno labeled for anti-GFP,AA0749.swc,767.0,MOs5,5,993.0,MOs,2.0,MOs_layer5,Isocortex_layer5
421,421,AA1413,,2019-10-04T04:00:00.000Z,Sim1-Cre,syn-FLEX-TRE-2tTA; TREx7-3xGFP,GFP,AA1413.swc,1022.0,GPe,,1022.0,GPe,0.0,GPe_layernan,GPe
422,422,AA0526,10.25378/janelia.7639868,2018-03-09T18:07:35.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0526.swc,1084.0,PRE,,1084.0,PRE,2.0,PRE_layernan,PRE
423,423,AA0663,10.25378/janelia.7658246,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,AA0663.swc,656.0,MOs1,1,993.0,MOs,5.0,MOs_layer1,Isocortex_layer1
424,424,AA0182,10.25378/janelia.5527447,2017-06-10T19:59:48.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0182.swc,767.0,MOs5,5,993.0,MOs,1.0,MOs_layer5,Isocortex_layer5
425,425,AA0852,10.25378/janelia.7739951,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0852.swc,588.0,ACAv1,1,48.0,ACAv,1.0,ACAv_layer1,Isocortex_layer1
426,426,AA0541,10.25378/janelia.7640162,2018-03-09T18:07:35.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0541.swc,1021.0,MOs6a,6a,993.0,MOs,2.0,MOs_layer6a,Isocortex_layer6
427,427,AA0358,10.25378/janelia.7613846,2017-09-19T19:27:58.000Z,C57BL/6J,AAV 2/5 Cre + tdT,immuno labeled for anti-tDT,AA0358.swc,629.0,VAL,,629.0,VAL,9.0,VAL_layernan,VAL
428,428,AA0860,10.25378/janelia.7740059,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0860.swc,1037.0,POST,,1037.0,POST,4.0,POST_layernan,POST
429,429,AA1542,,2018-12-01T05:00:00.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flp,Immunolabeled with anti-GFP; Alexa-488,AA1542.swc,844.0,MOp6a,,844.0,MOp6a,6.0,MOp6a_layernan,Isocortex_layernan
430,430,AA0034,10.25378/janelia.5521684,2016-07-18T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0034.swc,648.0,MOp5,,648.0,MOp5,5.0,MOp5_layernan,Isocortex_layernan
431,431,AA0986,10.25378/janelia.7804547,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA0986.swc,1091.0,CUL4/ 5,,1091.0,CUL4/ 5,1.0,CUL4/ 5_layernan,CUL4/ 5
432,432,AA0874,10.25378/janelia.7742570,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0874.swc,1015.0,ACAd5,5,39.0,ACAd,4.0,ACAd_layer5,Isocortex_layer5
433,433,AA0028,10.25378/janelia.5521666,2017-01-15T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0028.swc,721.0,VISp4,4,385.0,VISp,9.0,VISp_layer4,Isocortex_layer4
434,434,AA0662,10.25378/janelia.7658243,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,AA0662.swc,320.0,MOp1,,320.0,MOp1,4.0,MOp1_layernan,Isocortex_layernan
435,435,AA0530,10.25378/janelia.7639880,2018-03-09T18:07:35.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0530.swc,255.0,AV,,255.0,AV,5.0,AV_layernan,AV
436,436,AA0746,10.25378/janelia.7707365,2018-05-23T13:47:38.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,immuno labeled for anti-GFP,AA0746.swc,767.0,MOs5,5,993.0,MOs,1.0,MOs_layer5,Isocortex_layer5
437,437,AA0966,10.25378/janelia.7804391,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA0966.swc,951.0,PYR,,951.0,PYR,1.0,PYR_layernan,PYR
438,438,AA1143,,2018-10-01T19:57:10.000Z,C57BL/6N,AAV 2/5 Cre + tdT,tdTomato,AA1143.swc,484682520.0,or,,484682520.0,or,9.0,or_layernan,or
439,439,AA1098,10.25378/janelia.7827926,2018-10-01T19:57:10.000Z,C57BL/6N,AAV 2/5 Cre + tdT,tdTomato,AA1098.swc,1037.0,POST,,1037.0,POST,3.0,POST_layernan,POST
440,440,AA0501,10.25378/janelia.7619354,2017-12-19T16:19:15.000Z,C57BL/6N,EnvA-GFP-Rabies,Immunolabeled with anti-GFP; Alexa-488,AA0501.swc,828.0,ICe,,828.0,ICe,8.0,ICe_layernan,ICe
441,441,AA1028,10.25378/janelia.7822109,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA1028.swc,574.0,TRN,,574.0,TRN,9.0,TRN_layernan,TRN
442,442,AA0991,10.25378/janelia.7821893,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA0991.swc,1025.0,PRM,,1025.0,PRM,2.0,PRM_layernan,PRM
443,443,AA0307,10.25378/janelia.7613396,2017-08-28T17:55:51.000Z,C57BL/6J,AAV2/1 Cre+GFP,eGFP,AA0307.swc,463.0,CA3,,463.0,CA3,7.0,CA3_layernan,CA3
444,444,AA0696,10.25378/janelia.7704341,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,AA0696.swc,10703.0,DG-mo,,10703.0,DG-mo,6.0,DG-mo_layernan,DG-mo
445,445,AA1032,10.25378/janelia.7822247,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA1032.swc,718.0,VPL,,718.0,VPL,7.0,VPL_layernan,VPL
446,446,AA0642,10.25378/janelia.7658090,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,AA0642.swc,767.0,MOs5,5,993.0,MOs,7.0,MOs_layer5,Isocortex_layer5
447,447,AA0882,10.25378/janelia.7742783,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0882.swc,767.0,MOs5,5,993.0,MOs,4.0,MOs_layer5,Isocortex_layer5
448,448,AA1457,,2020-04-15T04:00:00.000Z,Vgat-Cre,syn-FLEX-TRE-2tTA;TREx7-GFP,GFP ; AF488,AA1457.swc,262.0,RT,,262.0,RT,9.0,RT_layernan,RT
449,449,AA0134,10.25378/janelia.5527276,2016-04-04T18:25:30.000Z,C57BL/6J,AAV2/1.FLEX-tdTomato,tdTomato,AA0134.swc,1021.0,MOs6a,6a,993.0,MOs,6.0,MOs_layer6a,Isocortex_layer6
450,450,AA1027,10.25378/janelia.7822103,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA1027.swc,843.0,PAR,,843.0,PAR,4.0,PAR_layernan,PAR
451,451,AA0496,10.25378/janelia.7616060,2017-11-17T22:11:53.000Z,C57BL/6N,AAV2/1.Cre-tdTomato,tdTomato,AA0496.swc,502.0,SUB,,502.0,SUB,6.0,SUB_layernan,SUB
452,452,AA0578,10.25378/janelia.7649858,2018-04-03T15:08:17.000Z,C57BL/6N,AAV2/5 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,AA0578.swc,767.0,MOs5,5,993.0,MOs,2.0,MOs_layer5,Isocortex_layer5
453,453,AA0179,10.25378/janelia.5527438,2017-06-10T19:59:48.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0179.swc,1021.0,MOs6a,6a,993.0,MOs,0.0,MOs_layer6a,Isocortex_layer6
454,454,AA0278,10.25378/janelia.5527789,2017-06-28T21:36:40.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0278.swc,1021.0,MOs6a,6a,993.0,MOs,8.0,MOs_layer6a,Isocortex_layer6
455,455,AA0734,10.25378/janelia.7707296,2018-05-23T13:47:38.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,immuno labeled for anti-GFP,AA0734.swc,767.0,MOs5,5,993.0,MOs,6.0,MOs_layer5,Isocortex_layer5
456,456,AA0964,10.25378/janelia.7804385,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA0964.swc,,,,,,7.0,nan_layernan,unknown
457,457,AA0133,10.25378/janelia.5527273,2016-04-04T18:25:30.000Z,C57BL/6J,AAV2/1.FLEX-tdTomato,tdTomato,AA0133.swc,767.0,MOs5,5,993.0,MOs,9.0,MOs_layer5,Isocortex_layer5
458,458,AA0265,10.25378/janelia.5527738,2017-06-28T21:36:40.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0265.swc,767.0,MOs5,5,993.0,MOs,0.0,MOs_layer5,Isocortex_layer5
459,459,AA0695,10.25378/janelia.7704338,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,AA0695.swc,1084.0,PRE,,1084.0,PRE,7.0,PRE_layernan,PRE
460,460,AA0231,10.25378/janelia.5527606,2014-06-24T16:07:05.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0231.swc,919.0,ACAd6a,6a,39.0,ACAd,8.0,ACAd_layer6a,Isocortex_layer6
461,461,AA0709,10.25378/janelia.7704410,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,AA0709.swc,1084.0,PRE,,1084.0,PRE,8.0,PRE_layernan,PRE
462,462,AA0565,10.25378/janelia.7649795,2018-03-09T18:07:35.000Z,C57BL/6N,AAV2/1.Cre-tdTomato,tdTomato,AA0565.swc,443.0,dhc,,443.0,dhc,3.0,dhc_layernan,dhc
463,463,AA0743,10.25378/janelia.7707350,2018-05-23T13:47:38.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,immuno labeled for anti-GFP,AA0743.swc,767.0,MOs5,5,993.0,MOs,5.0,MOs_layer5,Isocortex_layer5
464,464,AA0517,10.25378/janelia.7639829,2018-01-30T16:19:46.000Z,C57BL/6N,AAV2/1.FLEX-TVA and G,Immunolabeled with anti-GFP; Alexa-488,AA0517.swc,1098.0,MDRNd,,1098.0,MDRNd,3.0,MDRNd_layernan,MDRNd
465,465,AA1066,10.25378/janelia.7825199,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA1066.swc,502.0,SUB,,502.0,SUB,8.0,SUB_layernan,SUB
466,466,AA0609,10.25378/janelia.7650068,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/5 Cre + AAV2/5 tDT,immuno labeled for anti-tDT,AA0609.swc,194.0,LHA,,194.0,LHA,0.0,LHA_layernan,LHA
467,467,AA0005,10.25378/janelia.5520220,2015-06-19T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0005.swc,844.0,MOp6a,,844.0,MOp6a,4.0,MOp6a_layernan,Isocortex_layernan
468,468,AA1068,10.25378/janelia.7825208,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA1068.swc,354.0,MY,,354.0,MY,0.0,MY_layernan,MY
469,469,AA0740,10.25378/janelia.7707332,2018-05-23T13:47:38.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,immuno labeled for anti-GFP,AA0740.swc,919.0,ACAd6a,6a,39.0,ACAd,1.0,ACAd_layer6a,Isocortex_layer6
470,470,AA0039,10.25378/janelia.5521705,2016-07-18T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0039.swc,1021.0,MOs6a,6a,993.0,MOs,9.0,MOs_layer6a,Isocortex_layer6
471,471,AA0958,10.25378/janelia.7804097,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA0958.swc,258.0,LSr,,258.0,LSr,3.0,LSr_layernan,LSr
472,472,AA0786,10.25378/janelia.7739330,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0786.swc,767.0,MOs5,5,993.0,MOs,8.0,MOs_layer5,Isocortex_layer5
473,473,AA0564,10.25378/janelia.7649756,2018-03-09T18:07:35.000Z,C57BL/6N,AAV2/1.Cre-tdTomato,tdTomato,AA0564.swc,502.0,SUB,,502.0,SUB,0.0,SUB_layernan,SUB
474,474,AA0532,10.25378/janelia.7639991,2018-03-09T18:07:35.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0532.swc,502.0,SUB,,502.0,SUB,6.0,SUB_layernan,SUB
475,475,AA1223,,2018-12-01T05:00:00.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flp,Immunolabeled with anti-GFP; Alexa-488,AA1223.swc,351.0,BST,,351.0,BST,1.0,BST_layernan,BST
476,476,AA0427,10.25378/janelia.7614254,2017-09-25T17:59:45.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0427.swc,608.0,ORBvl6a,6a,746.0,ORBvl,7.0,ORBvl_layer6a,Isocortex_layer6
477,477,AA0613,10.25378/janelia.7653155,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,AA0613.swc,484682470.0,ProS,,484682470.0,ProS,5.0,ProS_layernan,ProS
478,478,AA1076,10.25378/janelia.7825262,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA1076.swc,931.0,PG,,931.0,PG,8.0,PG_layernan,PG
479,479,AA0453,10.25378/janelia.7615361,2017-11-17T22:11:53.000Z,C57BL/6N,AAV 2/5 Cre + GFP,eGFP,AA0453.swc,155.0,LD,,155.0,LD,8.0,LD_layernan,LD
480,480,AA0333,10.25378/janelia.7613693,2017-09-11T18:52:55.000Z,C57BL/6J,AAV 2/1 Cre + GFP,eGFP,AA0333.swc,526157196.0,FRP6a,6a,184.0,FRP,6.0,FRP_layer6a,Isocortex_layer6
481,481,AA0627,10.25378/janelia.7655771,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,AA0627.swc,656.0,MOs1,1,993.0,MOs,2.0,MOs_layer1,Isocortex_layer1
482,482,AA0896,10.25378/janelia.7780808,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0896.swc,484682520.0,or,,484682520.0,or,3.0,or_layernan,or
483,483,AA1080,10.25378/janelia.7825304,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA1080.swc,697.0,ml,,697.0,ml,7.0,ml_layernan,ml
484,484,AA0925,10.25378/janelia.7803761,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA0925.swc,629.0,VAL,,629.0,VAL,7.0,VAL_layernan,VAL
485,485,AA0789,10.25378/janelia.7739375,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0789.swc,767.0,MOs5,5,993.0,MOs,3.0,MOs_layer5,Isocortex_layer5
486,486,AA1226,,2018-12-01T05:00:00.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flp,Immunolabeled with anti-GFP; Alexa-488,AA1226.swc,194.0,LHA,,194.0,LHA,9.0,LHA_layernan,LHA
487,487,AA0548,10.25378/janelia.7640198,2018-03-09T18:07:35.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0548.swc,1021.0,MOs6a,6a,993.0,MOs,1.0,MOs_layer6a,Isocortex_layer6
488,488,AA1091,10.25378/janelia.7825391,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA1091.swc,931.0,PG,,931.0,PG,2.0,PG_layernan,PG
489,489,AA1505,,2020-09-15T04:00:00.000Z,Vgat-Cre,??,GFP; AF488,AA1505.swc,898.0,PCG,,898.0,PCG,5.0,PCG_layernan,PCG
490,490,AA0705,10.25378/janelia.7704377,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,AA0705.swc,10703.0,DG-mo,,10703.0,DG-mo,9.0,DG-mo_layernan,DG-mo
491,491,AA0656,10.25378/janelia.7658219,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,AA0656.swc,767.0,MOs5,5,993.0,MOs,8.0,MOs_layer5,Isocortex_layer5
492,492,AA1022,10.25378/janelia.7822067,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA1022.swc,1041.0,PFL,,1041.0,PFL,5.0,PFL_layernan,PFL
493,493,AA0733,10.25378/janelia.7707284,2018-05-23T13:47:38.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,immuno labeled for anti-GFP,AA0733.swc,1021.0,MOs6a,6a,993.0,MOs,4.0,MOs_layer6a,Isocortex_layer6
494,494,AA1536,,2020-09-15T04:00:00.000Z,Vgat-Cre,??,GFP; AF488,AA1536.swc,1107.0,MDRNv,,1107.0,MDRNv,8.0,MDRNv_layernan,MDRNv
495,495,AA0861,10.25378/janelia.7740068,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0861.swc,1037.0,POST,,1037.0,POST,9.0,POST_layernan,POST
496,496,AA0680,10.25378/janelia.7704233,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,AA0680.swc,74.0,VISl6a,6a,409.0,VISl,0.0,VISl_layer6a,Isocortex_layer6
497,497,AA0747,10.25378/janelia.7707368,2018-05-23T13:47:38.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,immuno labeled for anti-GFP,AA0747.swc,1021.0,MOs6a,6a,993.0,MOs,7.0,MOs_layer6a,Isocortex_layer6
498,498,AA0891,10.25378/janelia.7780772,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0891.swc,502.0,SUB,,502.0,SUB,8.0,SUB_layernan,SUB
499,499,AA0081,10.25378/janelia.5526622,2016-10-25T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0081.swc,830.0,DMH,,830.0,DMH,4.0,DMH_layernan,DMH
500,500,AA1302,,2019-05-27T04:00:00.000Z,Som-Cre,CAG-Flex-Rev-FlpO; CAG-FRT-Rev-3xGFP,GFP; AF488,AA1302.swc,721.0,VISp4,4,385.0,VISp,3.0,VISp_layer4,Isocortex_layer4
501,501,AA0490,10.25378/janelia.7616033,2017-11-17T22:11:53.000Z,C57BL/6N,AAV2/1.Cre-tdTomato,tdTomato,AA0490.swc,502.0,SUB,,502.0,SUB,2.0,SUB_layernan,SUB
502,502,AA0715,10.25378/janelia.7704449,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,AA0715.swc,1084.0,PRE,,1084.0,PRE,2.0,PRE_layernan,PRE
503,503,AA0189,10.25378/janelia.5527471,2017-06-10T19:59:48.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0189.swc,10703.0,DG-mo,,10703.0,DG-mo,2.0,DG-mo_layernan,DG-mo
504,504,AA0316,10.25378/janelia.7613450,2017-09-11T18:52:55.000Z,C57BL/6J,AAV 2/5 Cre + GFP,eGFP,AA0316.swc,629.0,VAL,,629.0,VAL,3.0,VAL_layernan,VAL
505,505,AA0401,10.25378/janelia.7614125,2017-09-25T17:59:45.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0401.swc,1021.0,MOs6a,6a,993.0,MOs,9.0,MOs_layer6a,Isocortex_layer6
506,506,AA0791,10.25378/janelia.7739399,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0791.swc,767.0,MOs5,5,993.0,MOs,1.0,MOs_layer5,Isocortex_layer5
